,Scientific Name,Accepted Name,Jepson Common Name,Status,Jepson Link,CNPS Common Name,Family,Lifeform,CRPR,SRank,CESA,NatureServe Common Name,Species Group,NatureServe Global Rank,NatureServe Rounded Global Rank,U.S. Endangered Species Act Status,Distribution,View on NatureServe Explorer,searchName
11188,Mirabilis jalapa var. jalapa,Mirabilis jalapa var. jalapa,,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=81819,,,,,,,Common Four-o'clock,Flowering Plants - Dicots,GNRTNR,TNR,,"United States: AL, AR, AZ, CA, CT, DC, FL, GA, IL, IN, KY, LA, MD, MS, NC, NJ, NM, NV, NY, OH, OK, PA, RI, SC, TX, UT, VA, VT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.958649/Mirabilis_jalapa_var_jalapa,Mirabilis jalapa * jalapa
11189,Mirabilis laevis var. laevis,Mirabilis laevis,,Mentioned in a note,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33788,,,,,,,Desert Wishbone-bush,Flowering Plants - Dicots,G4G5,G4,,United States: OR,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.802649/Mirabilis_laevis,Mirabilis laevis * laevis
11190,Mirabilis laevis,Mirabilis laevis,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33788,,,,,,,Desert Wishbone-bush,Flowering Plants - Dicots,G4G5,G4,,United States: OR,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.802649/Mirabilis_laevis,Mirabilis laevis
11191,Oxybaphus laevis,Mirabilis laevis,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33788,,,,,,,Desert Wishbone-bush,Flowering Plants - Dicots,G4G5,G4,,United States: OR,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.802649/Mirabilis_laevis,Oxybaphus laevis
11200,Mirabilis laevis var. villosa,Mirabilis laevis var. villosa,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=80120,,,,,,,Wishbone-bush,Flowering Plants - Dicots,G4G5TNR,TNR,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.802652/Mirabilis_laevis_var_villosa,Mirabilis laevis * villosa
11201,Mirabilis aspera,Mirabilis laevis var. villosa,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=80120,,,,,,,Wishbone-bush,Flowering Plants - Dicots,G4G5TNR,TNR,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.802652/Mirabilis_laevis_var_villosa,Mirabilis aspera
11202,Mirabilis bigelovii,Mirabilis laevis var. villosa,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=80120,,,,,,,Wishbone-bush,Flowering Plants - Dicots,G4G5TNR,TNR,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.802652/Mirabilis_laevis_var_villosa,Mirabilis bigelovii
11203,Mirabilis bigelovii var. aspera,Mirabilis laevis var. villosa,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=80120,,,,,,,Wishbone-bush,Flowering Plants - Dicots,G4G5TNR,TNR,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.802652/Mirabilis_laevis_var_villosa,Mirabilis bigelovii * aspera
11204,Mirabilis bigelovii var. bigelovii,Mirabilis laevis var. villosa,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=80120,,,,,,,Wishbone-bush,Flowering Plants - Dicots,G4G5TNR,TNR,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.802652/Mirabilis_laevis_var_villosa,Mirabilis bigelovii * bigelovii
11205,Mirabilis linearis var. linearis,Mirabilis linearis var. linearis,,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=72913,,,,,,,Narrowleaf Four-o'clock,Flowering Plants - Dicots,G5TNR,TNR,,"Canada: AB, MB, SK
United States: AZ, CA, CO, CT, ID, IL, IN, KS, MI, MO, MS, MT, ND, NE, NJ, NM, NV, NY, OK, PA, SD, TN, TX, UT, WI, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.949770/Mirabilis_linearis_var_linearis,Mirabilis linearis * linearis
11206,Mirabilis multiflora var. multiflora,Mirabilis multiflora,,Mentioned in a note,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33815,,,,,,,Colorado Four-o'clock,Flowering Plants - Dicots,G5,G5,,"United States: AZ, CA, CO, NM, NV, TX, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146212/Mirabilis_multiflora,Mirabilis multiflora * multiflora
11207,Mirabilis multiflora,Mirabilis multiflora,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33815,,,,,,,Colorado Four-o'clock,Flowering Plants - Dicots,G5,G5,,"United States: AZ, CA, CO, NM, NV, TX, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146212/Mirabilis_multiflora,Mirabilis multiflora
11209,Mirabilis multiflora var. glandulosa,Mirabilis multiflora var. glandulosa,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=62094,,,,,,,Colorado Four-o'clock,Flowering Plants - Dicots,G5TNR,TNR,,"United States: AZ, CA, CO, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.129160/Mirabilis_multiflora_var_glandulosa,Mirabilis multiflora * glandulosa
11211,Mirabilis glandulosa,Mirabilis multiflora var. glandulosa,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=62094,,,,,,,Colorado Four-o'clock,Flowering Plants - Dicots,G5TNR,TNR,,"United States: AZ, CA, CO, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.129160/Mirabilis_multiflora_var_glandulosa,Mirabilis glandulosa
11212,Mirabilis multiflora var. pubescens,Mirabilis multiflora var. pubescens,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=62095,,,,,,,Colorado Four-o'clock,Flowering Plants - Dicots,G5TNR,TNR,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.958631/Mirabilis_multiflora_var_pubescens,Mirabilis multiflora * pubescens
11213,Mirabilis froebelii,Mirabilis multiflora var. pubescens,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=62095,,,,,,,Colorado Four-o'clock,Flowering Plants - Dicots,G5TNR,TNR,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.958631/Mirabilis_multiflora_var_pubescens,Mirabilis froebelii
11214,Mirabilis froebelii var. glabrata,Mirabilis multiflora var. pubescens,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=62095,,,,,,,Colorado Four-o'clock,Flowering Plants - Dicots,G5TNR,TNR,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.958631/Mirabilis_multiflora_var_pubescens,Mirabilis froebelii * glabrata
11215,Quamoclidion froebelii,Mirabilis multiflora var. pubescens,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=62095,,,,,,,Colorado Four-o'clock,Flowering Plants - Dicots,G5TNR,TNR,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.958631/Mirabilis_multiflora_var_pubescens,Quamoclidion froebelii
11216,Oxybaphus nyctagineus,Mirabilis nyctaginea,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33818,,,,,,,Wild Four-o'clock,Flowering Plants - Dicots,G5,G5,,"Canada: AB, BC, MB, ON, QC, SK
United States: AL, AR, CA, CO, CT, DC, DE, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.145169/Mirabilis_nyctaginea,Oxybaphus nyctagineus
11217,Mirabilis nyctaginea,Mirabilis nyctaginea,,Waif,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33818,,,,,,,Wild Four-o'clock,Flowering Plants - Dicots,G5,G5,,"Canada: AB, BC, MB, ON, QC, SK
United States: AL, AR, CA, CO, CT, DC, DE, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.145169/Mirabilis_nyctaginea,Mirabilis nyctaginea
11218,Mirabilis tenuiloba,Mirabilis tenuiloba,Slender-Lobed Four O'Clock,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33828,slender-lobed four o'clock,Nyctaginaceae,perennial herb,4.3,S4,None,Long-lobe Four-o'clock,Flowering Plants - Dicots,G4,G4,,"United States: AZ, CA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146419/Mirabilis_tenuiloba,Mirabilis tenuiloba
11221,Modiola caroliniana,Modiola caroliniana,Modiola,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33863,,,,,,,Bristly-fruit Mallow,Flowering Plants - Dicots,G5,G5,,"United States: AL, AR, AZ, CA, DE, FL, GA, HI, KY, LA, MA, MS, NC, NJ, OK, OR, PA, SC, TN, TX, VA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135491/Modiola_caroliniana,Modiola caroliniana
11222,Moehringia macrophylla,Moehringia macrophylla,Large-Leaved Sandwort,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33866,,,,,,,Largeleaf Sandwort,Flowering Plants - Dicots,G5,G5,,"Canada: BC, LB, MB, NB, NT, ON, QC, SK
United States: CA, CO, CT, ID, MA, MI, MN, MT, NM, OR, UT, VT, WA, WI",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137383/Moehringia_macrophylla,Moehringia macrophylla
11223,Arenaria macrophylla,Moehringia macrophylla,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33866,,,,,,,Largeleaf Sandwort,Flowering Plants - Dicots,G5,G5,,"Canada: BC, LB, MB, NB, NT, ON, QC, SK
United States: CA, CO, CT, ID, MA, MI, MN, MT, NM, OR, UT, VT, WA, WI",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137383/Moehringia_macrophylla,Arenaria macrophylla
11225,Mohavea breviflora,Mohavea breviflora,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33869,,,,,,,Desert Snapdragon,Flowering Plants - Dicots,G4,G4,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.141585/Mohavea_breviflora,Mohavea breviflora
11226,Mohavea confertiflora,Mohavea confertiflora,Ghost Flower,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33870,,,,,,,Ghostflower,Flowering Plants - Dicots,G5,G5,,"United States: AZ, CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.136615/Mohavea_confertiflora,Mohavea confertiflora
11227,Antirrhinum confertiflorum,Mohavea confertiflora,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33870,,,,,,,Ghostflower,Flowering Plants - Dicots,G5,G5,,"United States: AZ, CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.136615/Mohavea_confertiflora,Antirrhinum confertiflorum
11228,Mollugo cerviana,Mollugo cerviana,,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33880,,,,,,,Thread-stem Carpetweed,Flowering Plants - Dicots,GNR,GNR,,"United States: AZ, CA, HI, NM, NV, PA, TX, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.131531/Mollugo_cerviana,Mollugo cerviana
11229,Mollugo verticillata,Mollugo verticillata,,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33883,,,,,,,Green Carpetweed,Flowering Plants - Dicots,G5,G5,,"Canada: AB, BC, MB, NB, NS, ON, QC
United States: AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142791/Mollugo_verticillata,Mollugo verticillata
11230,Moluccella laevis,Moluccella laevis,,Historical waif,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33885,,,,,,,Shellflower,Flowering Plants - Dicots,GNR,GNR,,"Canada: ON
United States: AZ, CA, NV, NY, OR, PA, TX, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.129183/Moluccella_laevis,Moluccella laevis
11232,Monarda citriodora,Monarda pectinata,,Mentioned in a note,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33915,,,,,,,Plains Lemmon Beebalm,Flowering Plants - Dicots,G5,G5,,"United States: AZ, CA, CO, KS, MO, NE, NM, OK, SD, TX, UT, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159396/Monarda_pectinata,Monarda citriodora
11233,Monarda clinopodioides,Monarda pectinata,,Mentioned in a note,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33915,,,,,,,Plains Lemmon Beebalm,Flowering Plants - Dicots,G5,G5,,"United States: AZ, CA, CO, KS, MO, NE, NM, OK, SD, TX, UT, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159396/Monarda_pectinata,Monarda clinopodioides
11234,Monarda pectinata,Monarda pectinata,Plains Bee Balm,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33915,plains bee balm,Lamiaceae,annual herb,2B.3,SH,None,Plains Lemmon Beebalm,Flowering Plants - Dicots,G5,G5,,"United States: AZ, CA, CO, KS, MO, NE, NM, OK, SD, TX, UT, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159396/Monarda_pectinata,Monarda pectinata
11236,Monardella australis,Monardella australis,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=76703,,,,,,,Mountain Wildmint,Flowering Plants - Dicots,GNR,GNR,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140013/Monardella_australis,Monardella australis
11242,Monardella beneolens,Monardella beneolens,Sweet-Smelling Monardella,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33926,sweet-smelling monardella,Lamiaceae,perennial rhizomatous herb,1B.3,S2,None,Sweet-smelling Monardella,Flowering Plants - Dicots,G2,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159119/Monardella_beneolens,Monardella beneolens
11243,Monardella boydii,Monardella boydii,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=91092,Boyd?s monardella,Lamiaceae,perennial shrub,1B.2,S1?,None,Boyd's Monardella,Flowering Plants - Dicots,G1?Q,G1,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.868851/Monardella_boydii,Monardella boydii
11244,Monardella breweri,Monardella breweri,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33927,,,,,,,Brewer's Wildmint,Flowering Plants - Dicots,G4,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.144792/Monardella_breweri,Monardella breweri
11256,Monardella candicans,Monardella candicans,Sierra Monardella,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33928,Sierra monardella,Lamiaceae,annual herb,4.3,S4,None,Sierra Wildmint,Flowering Plants - Dicots,G4,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.129310/Monardella_candicans,Monardella candicans
11257,Monardella douglasii,Monardella douglasii,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33931,,,,,,,Douglas' Wildmint,Flowering Plants - Dicots,G5,G5,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159097/Monardella_douglasii,Monardella douglasii
11258,Monardella eremicola,Monardella eremicola,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=91093,Clark Mountain monardella,Lamiaceae,perennial shrub,1B.3,S3,None,Clark Mountain Monardella,Flowering Plants - Dicots,G3Q,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.868855/Monardella_eremicola,Monardella eremicola
11259,Monardella exilis,Monardella exilis,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33932,,,,,,,Mojave Wildmint,Flowering Plants - Dicots,G3?,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150733/Monardella_exilis,Monardella exilis
11260,Monardella candicans var. exilis,Monardella exilis,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33932,,,,,,,Mojave Wildmint,Flowering Plants - Dicots,G3?,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150733/Monardella_exilis,Monardella candicans * exilis
11261,Monardella follettii,Monardella follettii,Follett'S Monardella,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33933,Follett's monardella,Lamiaceae,perennial shrub,1B.2,S2,None,Serpentine Mountainbalm,Flowering Plants - Dicots,G2,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149784/Monardella_follettii,Monardella follettii
11262,Monardella odoratissima var. follettii,Monardella follettii,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33933,,,,,,,Serpentine Mountainbalm,Flowering Plants - Dicots,G2,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149784/Monardella_follettii,Monardella odoratissima * follettii
11263,Monardella odoratissima subsp. glauca,Monardella follettii,,"Unabridged synonym, in part",https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33933,,,,,,,Serpentine Mountainbalm,Flowering Plants - Dicots,G2,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149784/Monardella_follettii,Monardella odoratissima * glauca
11264,Monardella hypoleuca,Monardella hypoleuca,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33934,,,,,,,Thick-leaf Wildmint,Flowering Plants - Dicots,G4,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132714/Monardella_hypoleuca,Monardella hypoleuca
11270,Monardella leucocephala,Monardella leucocephala,Merced Monardella,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33937,,,,,,,Merced Monardella,Flowering Plants - Dicots,GX,GX,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134217/Monardella_leucocephala,Monardella leucocephala
11271,Monardella linoides,Monardella linoides,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33938,,,,,,,Flatleaf Wildmint,Flowering Plants - Dicots,G5,G5,,"United States: AZ, CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146614/Monardella_linoides,Monardella linoides
11283,Monardella macrantha,Monardella macrantha,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33939,,,,,,,Large-flower Wildmint,Flowering Plants - Dicots,G5,G5,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150247/Monardella_macrantha,Monardella macrantha
11288,Monardella nana,Monardella nana,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33940,,,,,,,Yellow Wildmint,Flowering Plants - Dicots,G4G5,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152737/Monardella_nana,Monardella nana
11289,Monardella macrantha var. pinetorum,Monardella nana,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33940,,,,,,,Yellow Wildmint,Flowering Plants - Dicots,G4G5,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152737/Monardella_nana,Monardella macrantha * pinetorum
11290,Monardella nana subsp. arida,Monardella nana,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33940,,,,,,,Yellow Wildmint,Flowering Plants - Dicots,G4G5,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152737/Monardella_nana,Monardella nana * arida
11291,Monardella nana subsp. leptosiphon,Monardella nana,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33940,,,,,,,Yellow Wildmint,Flowering Plants - Dicots,G4G5,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152737/Monardella_nana,Monardella nana * leptosiphon
11292,Monardella nana subsp. tenuiflora,Monardella nana,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33940,,,,,,,Yellow Wildmint,Flowering Plants - Dicots,G4G5,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152737/Monardella_nana,Monardella nana * tenuiflora
11293,Monardella follettii subsp. odoratissima,Monardella odoratissima,,Mentioned in a note,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33942,,,,,,,Mountain Wildmint,Flowering Plants - Dicots,G4G5,G4,,"Canada: BC
United States: CA, ID, NV, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.868672/Monardella_odoratissima,Monardella follettii * odoratissima
11294,Monardella odoratissima subsp. odoratissima,Monardella odoratissima,,Mentioned in a note,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33942,,,,,,,Mountain Wildmint,Flowering Plants - Dicots,G4G5,G4,,"Canada: BC
United States: CA, ID, NV, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.868672/Monardella_odoratissima,Monardella odoratissima * odoratissima
11295,Monardella odoratissima subsp. pinetorum,Monardella odoratissima,,Mentioned in a note,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33942,,,,,,,Mountain Wildmint,Flowering Plants - Dicots,G4G5,G4,,"Canada: BC
United States: CA, ID, NV, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.868672/Monardella_odoratissima,Monardella odoratissima * pinetorum
11296,Monardella odoratissima,Monardella odoratissima,Coyote-Mint,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=33942,,,,,,,Mountain Wildmint,Flowering Plants - Dicots,G4G5,G4,,"Canada: BC
United States: CA, ID, NV, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.868672/Monardella_odoratissima,Monardella odoratissima
